row_index,name,value_chain_position,semiconductor_relevance,capabilities,end_markets,india_angle,summary,technical_expertise,status,inferred_field_count,model
166,FUJIFILM India Pvt. Ltd,Chemicals & Gases,Medium,Advanced Chemicals & Materials for SEMI Manufacturers,Advanced Packaging | Logic,"Fujifilm India Pvt. Ltd. is a wholly owned subsidiary of FUJIFILM Holdings Corporation, established in 2007, and operates in multiple business segments including Electronics.","FUJIFILM India Pvt. Ltd. provides advanced chemicals and materials for semiconductor manufacturers, supporting various stages of semiconductor fabrication. Their offerings are crucial for advanced packaging and logic semiconductor markets.",Advanced chemical formulations for semiconductor manufacturing,ok,0,gpt-4o
167,"Fujikin, Incorporated",Equipment,High,Gas mass flow valves | High purity process equipment | Mass flow controllers,Semiconductor Fabrication | Aerospace | Biopharmaceutical,,"Fujikin of America specializes in the design and manufacturing of advanced fluid and gas flow valves, fittings, and control systems for high purity process equipment. Their products are integral to semiconductor manufacturing, providing critical components for gas delivery and control systems used in wafer fabrication and other high purity applications.",Gas flow control systems | High purity process equipment,ok,0,gpt-4o
168,GAMP SERVICES PVT LTD,Facility & Infrastructure,Medium,Facility-cleanroom consulting | Validation and compliance services | Energy efficiency consulting,Semiconductor | Electronics | Space | Defence | Solar | EV and Battery,,"GAMP Services Pvt Ltd provides facility and cleanroom consulting services, focusing on design, project management, validation, and operational excellence for high-end technology sectors, including semiconductors. They offer expertise in compliance and energy efficiency, supporting clients from development through commercialization.",Facility design and validation | Cleanroom operational excellence,ok,0,gpt-4o
169,Gastron Asia Pacific Pte. Ltd,Facility & Infrastructure,Medium,gas detection solutions | sensor self-diagnosis functionality | interference gas filtering technology,Facility safety systems,"Gastron is looking forward to connecting in Semicon India 2025, indicating an interest in the Indian market.","Gastron Asia Pacific Pte. Ltd specializes in providing advanced gas detection and industrial safety systems, crucial for maintaining safe operational environments in semiconductor manufacturing facilities. Their products include fixed gas detectors and integrated safety systems tailored to customer needs.",wireless communication for safety systems | gas detection technology | sensor diagnostics,ok,0,gpt-4o
170,GCE India Pvt. Ltd,Chemicals & Gases,"Low -- the company's primary focus is on gas control solutions for industrial applications, not specifically semiconductors",Gas control equipment for industrial applications | Specialty gas equipment for technical and research applications,Technical and research applications,,"GCE India Pvt. Ltd specializes in gas control solutions, providing equipment for industrial and specialty gas applications. While their products are crucial for various industries, their direct involvement in the semiconductor value chain is limited.",Gas control technology | Specialty gas systems,ok,0,gpt-4o
171,GENIC Co. Ltd.,Other,,,,,,,empty-input,0,gpt-4o
172,GenISys GmbH,EDA/IP,High,Electron-beam lithography software | Proximity Effect Correction (PEC) | SEM metrology and inspection,IC prototyping | MEMS | Photonics,,"GenISys GmbH develops high-performance software solutions for optimizing micro- and nano-fabrication processes, focusing on lithography and inspection. Their products, such as BEAMER and TRACER, are widely used in electron-beam lithography, providing advanced pattern processing and proximity effect correction. They also offer metrology solutions like ProSEM and InSPEC for SEM-based inspection and measurement.",Electron-beam lithography | Proximity Effect Correction | SEM metrology,ok,0,gpt-4o
173,GERB Vibration Control Systems Pvt Ltd,Other,,,,,,,empty-input,0,gpt-4o
174,GfG - Gesellschaft für Gerätebau mbH,Facility & Infrastructure,Medium,Portable gas detectors | Fixed gas detection systems | D-ReX gas detection systems,Semiconductor manufacturing,,"GfG - Gesellschaft für Gerätebau mbH specializes in gas detection solutions crucial for semiconductor manufacturing. Their products, including portable and fixed gas detectors, are designed to monitor and ensure safety in environments with toxic, corrosive, and combustible gases. With over 65 years of experience, GfG provides tailored solutions to meet the specific needs of semiconductor production facilities.",Gas detection technology | Monitoring process tools,ok,0,gpt-4o
175,Global Gases India Pvt Ltd,Chemicals & Gases,Medium,High-purity specialty gases | Liquid helium supply,Healthcare | Industrial applications,"Global Gases India Pvt Ltd is a part of the company's global operations, indicating a presence in India.","Global Gases India Pvt Ltd supplies high-purity specialty gases and liquid helium, which are essential for various industrial and healthcare applications. Their products are relevant to semiconductor manufacturing processes that require high-purity gases.",High-purity gas production,ok,0,gpt-4o
176,Global Marketing Services,Design Services,High,Process engineering solutions | Product development support | Prototyping services,Microelectronics | Advanced Packaging,"GMS operates from Bangalore, India, providing semiconductor solutions to both public and private sectors.","Global Marketing Services offers comprehensive process engineering and product development solutions for the semiconductor industry, focusing on ideation, concept development, and prototyping. Their services are utilized by major Indian research institutions and defense organizations, highlighting their strong presence in the Indian semiconductor ecosystem.",Process engineering | Prototyping,ok,0,gpt-4o
177,Global Now Pte. Ltd.,Distribution,Medium,Distribution of semiconductor equipment | Energy-efficient manufacturing solutions,Consumer Electronics | Semiconductor Manufacturing,"Global Now Pte. Ltd. is expanding its presence in India, focusing on energy-efficient manufacturing solutions for the semiconductor sector.","Global Now Pte. Ltd. is a global trading firm specializing in the distribution of electrical components and semiconductor equipment. The company is expanding into energy-efficient manufacturing solutions, providing tailored support to semiconductor manufacturers. With operations in multiple countries, they are committed to quality and innovation in the semiconductor industry.",Energy-efficient manufacturing solutions,ok,0,gpt-4o
178,GLOBAL ZEUS,Other,,,,,,,empty-input,0,gpt-4o
179,GLOBETEK INDIA PRIVATE LIMITED,Test & Measurement,High,Temperature forcing units | IC sockets | Test and measurement systems,Power | Automotive | Advanced Packaging,"Globetek is a leading supplier of test and measurement solutions in India, representing global technology partners and providing local support.","Globetek India Private Limited specializes in providing test and measurement solutions for the semiconductor industry in India. They represent world-class manufacturers and offer products such as temperature forcing units and IC sockets, catering to critical applications in the semiconductor sector.",Temperature control systems | IC testing interfaces | Electrical safety analysis,ok,0,gpt-4o
180,GMP Technical Solutions Pvt Ltd,Other,None,,,,,,ok,0,gpt-4o
181,Gopalam Embedded Systems Pte Ltd,Design Services,Medium,Embedded systems development and validation | In-circuit programming and debugging tools | RTOS and middleware solutions,Automotive | Industrial Automation | IoT,"Gopalam Embedded Systems will participate in SEMICON India 2026, showcasing its embedded design, development, and validation solutions.","Gopalam Embedded Systems Pte Ltd provides comprehensive embedded systems solutions, including hardware and software development tools, in-circuit programming, and debugging services. They support the entire lifecycle of embedded systems design and validation, catering to various industries such as automotive and industrial automation.",Embedded systems design | Real-time operating systems | In-circuit debugging and programming,ok,0,gpt-4o
